Date,PortfolioValue
2022-01-01,1.0
2022-01-02,1.0
2022-01-03,1.0
2022-01-04,1.000454306602478
2022-01-05,0.9989609718322754
2022-01-06,1.0037447214126587
2022-01-07,1.0024006366729736
2022-01-08,1.0086796283721924
2022-01-09,1.0086796283721924
2022-01-10,1.0086796283721924
2022-01-11,1.0286883115768433
2022-01-12,1.032488465309143
2022-01-13,1.0205051898956299
2022-01-14,1.0271486043930054
2022-01-15,1.0080076456069946
2022-01-16,1.0080076456069946
2022-01-17,1.0080076456069946
2022-01-18,1.0080076456069946
2022-01-19,0.9909352660179138
2022-01-20,0.9843221306800842
2022-01-21,0.9740877747535706
2022-01-22,0.9588985443115234
2022-01-23,0.9588985443115234
2022-01-24,0.9588985443115234
2022-01-25,0.9651715159416199
2022-01-26,0.942533016204834
2022-01-27,0.9492143392562866
2022-01-28,0.9695947170257568
2022-01-29,0.9823119044303894
2022-01-30,0.9823119044303894
2022-01-31,0.9823119044303894
2022-02-01,0.992721438407898
2022-02-02,1.011326551437378
2022-02-03,0.9921269416809082
2022-02-04,1.016535758972168
2022-02-05,0.9961885809898376
2022-02-06,0.9961885809898376
2022-02-07,0.9961885809898376
2022-02-08,0.9965741634368896
2022-02-09,1.0116703510284424
2022-02-10,0.9984774589538574
2022-02-11,0.9863731265068054
2022-02-12,0.9855459332466125
2022-02-13,0.9855459332466125
2022-02-14,0.9855459332466125
2022-02-15,0.9910563826560974
2022-02-16,0.991417407989502
2022-02-17,0.9742638468742371
2022-02-18,0.964840829372406
2022-02-19,0.958476185798645
2022-02-20,0.958476185798645
2022-02-21,0.958476185798645
2022-02-22,0.958476185798645
2022-02-23,0.9426735639572144
2022-02-24,0.9598234295845032
2022-02-25,0.9850025773048401
2022-02-26,0.9861157536506653
2022-02-27,0.9861157536506653
2022-02-28,0.9861157536506653
2022-03-01,0.9952754378318787
2022-03-02,1.0165246725082397
2022-03-03,1.0138182640075684
2022-03-04,0.9962429404258728
2022-03-05,0.9503062963485718
2022-03-06,0.9503062963485718
2022-03-07,0.9503062963485718
2022-03-08,0.9769067168235779
2022-03-09,0.9631156921386719
2022-03-10,0.9788461327552795
2022-03-11,0.9692874550819397
2022-03-12,0.9574652314186096
2022-03-13,0.9574652314186096
2022-03-14,0.9574652314186096
2022-03-15,0.9738267064094543
2022-03-16,0.985711932182312
2022-03-17,0.998149573802948
2022-03-18,1.001325011253357
2022-03-19,1.0254369974136353
2022-03-20,1.0254369974136353
2022-03-21,1.0254369974136353
2022-03-22,1.0306802988052368
2022-03-23,1.031612515449524
2022-03-24,1.0411994457244873
2022-03-25,1.0538939237594604
2022-03-26,1.05878746509552
2022-03-27,1.05878746509552
2022-03-28,1.05878746509552
2022-03-29,1.0645228624343872
2022-03-30,1.0759010314941406
2022-03-31,1.0549310445785522
2022-04-01,1.067478060722351
2022-04-02,1.0694057941436768
2022-04-03,1.0694057941436768
2022-04-04,1.0694057941436768
2022-04-05,1.059407114982605
2022-04-06,1.0419409275054932
2022-04-07,1.0362532138824463
2022-04-08,1.0481724739074707
2022-04-09,1.046657681465149
2022-04-10,1.046657681465149
2022-04-11,1.046657681465149
2022-04-12,1.0412110090255737
2022-04-13,1.0547420978546143
2022-04-14,1.0543197393417358
2022-04-15,1.0503653287887573
2022-04-16,1.0503653287887573
2022-04-17,1.0503653287887573
2022-04-18,1.0503653287887573
2022-04-19,1.0580272674560547
2022-04-20,1.0681488513946533
2022-04-21,1.046323537826538
2022-04-22,1.0222856998443604
2022-04-23,1.0212956666946411
2022-04-24,1.0212956666946411
2022-04-25,1.0212956666946411
2022-04-26,0.9980440139770508
2022-04-27,0.9699399471282959
2022-04-28,1.0136079788208008
2022-04-29,0.9761559963226318
2022-04-30,0.9785169363021851
2022-05-01,0.9785169363021851
2022-05-02,0.9785169363021851
2022-05-03,0.9884501099586487
2022-05-04,1.0242255926132202
2022-05-05,0.9920256733894348
2022-05-06,0.9687631130218506
2022-05-07,0.9173845648765564
2022-05-08,0.9173845648765564
2022-05-09,0.9173845648765564
2022-05-10,0.9133228063583374
2022-05-11,0.9064293503761292
2022-05-12,0.900998592376709
2022-05-13,0.9428115487098694
