Date,PortfolioValue
2022-01-01,1.0
2022-01-02,1.0
2022-01-03,1.0
2022-01-04,1.0033705234527588
2022-01-05,0.983651340007782
2022-01-06,0.9871223568916321
2022-01-07,0.9971666932106018
2022-01-08,1.0011180639266968
2022-01-09,1.0011180639266968
2022-01-10,1.0011180639266968
2022-01-11,1.0079485177993774
2022-01-12,1.0118162631988525
2022-01-13,1.0069218873977661
2022-01-14,1.0052969455718994
2022-01-15,0.9925792217254639
2022-01-16,0.9925792217254639
2022-01-17,0.9925792217254639
2022-01-18,0.9925792217254639
2022-01-19,0.9922276139259338
2022-01-20,0.9888896346092224
2022-01-21,0.9753343462944031
2022-01-22,0.978228747844696
2022-01-23,0.978228747844696
2022-01-24,0.978228747844696
2022-01-25,0.9623537659645081
2022-01-26,0.9474641680717468
2022-01-27,0.9514781832695007
2022-01-28,0.9736624360084534
2022-01-29,0.9894322156906128
2022-01-30,0.9894322156906128
2022-01-31,0.9894322156906128
2022-02-01,0.9872377514839172
2022-02-02,0.9999130964279175
2022-02-03,0.9735084176063538
2022-02-04,0.9814620018005371
2022-02-05,0.9792504906654358
2022-02-06,0.9792504906654358
2022-02-07,0.9792504906654358
2022-02-08,0.9849726557731628
2022-02-09,1.0182437896728516
2022-02-10,1.00053071975708
2022-02-11,0.9664349555969238
2022-02-12,0.9659175276756287
2022-02-13,0.9659175276756287
2022-02-14,0.9659175276756287
2022-02-15,0.9955930709838867
2022-02-16,0.9964092373847961
2022-02-17,0.9576908349990845
2022-02-18,0.9440011978149414
2022-02-19,0.9309011101722717
2022-02-20,0.9309011101722717
2022-02-21,0.9309011101722717
2022-02-22,0.9309011101722717
2022-02-23,0.9061006307601929
2022-02-24,0.9417902827262878
2022-02-25,0.9579671621322632
2022-02-26,0.9518898725509644
2022-02-27,0.9518898725509644
2022-02-28,0.9518898725509644
2022-03-01,0.9351812601089478
2022-03-02,0.9576134085655212
2022-03-03,0.944557249546051
2022-03-04,0.9256234765052795
2022-03-05,0.8828294277191162
2022-03-06,0.8828294277191162
2022-03-07,0.8828294277191162
2022-03-08,0.8773795366287231
2022-03-09,0.9192947149276733
2022-03-10,0.9069201946258545
2022-03-11,0.894523561000824
2022-03-12,0.871941328048706
2022-03-13,0.871941328048706
2022-03-14,0.871941328048706
2022-03-15,0.9034555554389954
2022-03-16,0.935752809047699
2022-03-17,0.9517630934715271
2022-03-18,0.9785526990890503
2022-03-19,0.9730607271194458
2022-03-20,0.9730607271194458
2022-03-21,0.9730607271194458
2022-03-22,0.9868707656860352
2022-03-23,0.9681623578071594
2022-03-24,0.9944131374359131
2022-03-25,0.9892895817756653
2022-03-26,1.008823037147522
2022-03-27,1.008823037147522
2022-03-28,1.008823037147522
2022-03-29,1.030861735343933
2022-03-30,1.0115599632263184
2022-03-31,0.9924189448356628
2022-04-01,0.986642062664032
2022-04-02,1.0060763359069824
2022-04-03,1.0060763359069824
2022-04-04,1.0060763359069824
2022-04-05,0.9825308918952942
2022-04-06,0.9572975635528564
2022-04-07,0.9561425447463989
2022-04-08,0.9406383633613586
2022-04-09,0.9202672243118286
2022-04-10,0.9202672243118286
2022-04-11,0.9202672243118286
2022-04-12,0.9155625104904175
2022-04-13,0.933376133441925
2022-04-14,0.927906334400177
2022-04-15,0.9251227378845215
2022-04-16,0.9251227378845215
2022-04-17,0.9251227378845215
2022-04-18,0.9251227378845215
2022-04-19,0.9479072690010071
2022-04-20,0.9405879378318787
2022-04-21,0.9207729697227478
2022-04-22,0.8883029222488403
2022-04-23,0.8904851078987122
2022-04-24,0.8904851078987122
2022-04-25,0.8904851078987122
2022-04-26,0.8563299179077148
2022-04-27,0.8577494621276855
2022-04-28,0.8982663154602051
2022-04-29,0.868868350982666
2022-04-30,0.8687323927879333
2022-05-01,0.8687323927879333
2022-05-02,0.8687323927879333
2022-05-03,0.8718962073326111
2022-05-04,0.8862253427505493
2022-05-05,0.8527893424034119
2022-05-06,0.8387753963470459
2022-05-07,0.8242717981338501
2022-05-08,0.8242717981338501
2022-05-09,0.8242717981338501
2022-05-10,0.8214401006698608
2022-05-11,0.816798746585846
2022-05-12,0.8228917717933655
2022-05-13,0.8598641753196716
