Cumulative Return (%),Annualized Return (%),Annualized Volatility (%),Annualized Sharpe Ratio,Maximum Drawdown (%),IC (Spearman),ICIR (Spearman),IC (Pearson),ICIR (Pearson),Precision@5,Eval Loss (RankLoss)
87.39633560180664,15.989767363288943,19.216492752418343,0.6083194735677427,-22.24808408986876,0.017782913442664722,0.10454919865704539,0.04469363640403073,0.3528254217567968,0.4738519212746017,
