Cumulative Return (%),Annualized Return (%),Annualized Volatility (%),Annualized Sharpe Ratio,Maximum Drawdown (%),IC (Spearman),ICIR (Spearman),IC (Pearson),ICIR (Pearson),Precision@5,Eval Loss (RankLoss)
80.17534017562866,14.91828999567737,17.676688507449978,0.6006944904023013,-21.00303737743744,0.09589164339734525,0.5532698597750902,0.0996762760025854,0.5740777142116745,0.4388003748828492,
